0.000000 344.177338
0.011610 7091.987305
0.023220 7034.229004
0.034830 6976.995117
0.046440 6957.964355
0.058050 7009.910156
0.069660 1042.825195
0.081270 2185.473145
0.092880 2185.673340
0.104490 1035.157349
0.116100 3118.695068
0.127710 3044.527588
0.139320 2992.978027
0.150930 2957.331299
0.162540 2925.282227
0.174150 2885.641113
0.185760 2870.630859
0.197370 168.200653
0.208980 168.433853
0.220590 168.738541
0.232200 168.963455
0.243810 38.958733
0.255419 168.428909
0.267029 168.121918
0.278639 167.861130
0.290249 38.971394
0.301859 38.958668
0.313469 38.945831
0.325079 38.939289
0.336689 38.934872
0.348299 167.457886
0.359909 167.783371
0.371519 168.163071
0.383129 179.110382
0.394739 58.475422
0.406349 38.993526
0.417959 38.958569
0.429569 38.939472
0.441179 167.717529
0.452789 167.323318
0.464399 39.009655
0.476009 167.395615
0.487619 167.920959
0.499229 168.471222
0.510839 168.893341
0.522449 168.754211
0.534059 168.162338
0.545669 167.859329
0.557279 38.928493
0.568889 38.969894
0.580499 38.966221
0.592109 38.940338
0.603719 77.975571
0.615329 77.967552
0.626939 77.895348
0.638549 77.834030
0.650159 77.889778
0.661769 77.982735
0.673379 77.974289
0.684989 77.802643
0.696599 77.666817
0.708209 77.739502
0.719819 77.821785
0.731429 77.843735
0.743039 77.840523
0.754649 77.811234
0.766258 77.796715
0.777869 77.815002
0.789478 77.837608
0.801088 77.859497
0.812698 77.873100
0.824308 77.879669
0.835918 77.881699
0.847528 77.874588
0.859138 77.854782
0.870748 77.849144
0.882358 77.863617
0.893968 77.884575
0.905578 77.884155
0.917188 77.863068
0.928798 77.857735
0.940408 77.886505
0.952018 77.917656
0.963628 77.919182
0.975238 77.902954
0.986848 77.885773
0.998458 77.868423
1.010068 77.849663
1.021678 77.845543
1.033288 77.863480
1.044898 77.888206
1.056508 77.898277
1.068118 77.889282
1.079728 77.879654
1.091338 77.889038
1.102948 77.905174
1.114558 77.907379
1.126168 77.909248
1.137778 77.923820
1.149388 77.924622
1.160998 77.907600
1.172608 77.913551
1.184218 77.934891
1.195828 77.926498
1.207438 77.895317
1.219048 77.880684
1.230658 77.884834
1.242268 77.898003
1.253878 77.900116
1.265488 77.886307
1.277097 77.881172
1.288707 77.896584
1.300317 77.913002
1.311927 77.919090
1.323537 77.914429
1.335147 77.891403
1.346757 77.856735
1.358367 77.863495
1.369977 77.888054
1.381587 77.896690
1.393197 77.880699
1.404807 77.854889
1.416417 77.858826
1.428027 77.842957
1.439637 77.781891
1.451247 77.773125
1.462857 77.824371
1.474467 77.882698
1.486077 77.913086
1.497687 77.904213
1.509297 77.880493
1.520907 77.897118
1.532517 77.914619
1.544127 77.899467
1.555737 77.873024
1.567347 77.875114
1.578957 77.888466
1.590567 77.873177
1.602177 77.831833
1.613787 77.809494
1.625397 77.819931
1.637007 77.829857
1.648617 77.823517
1.660227 77.820961
1.671837 77.845757
1.683447 77.862740
1.695057 77.846092
1.706667 77.805908
1.718277 77.777115
1.729887 77.793137
1.741497 77.828094
1.753107 77.844254
1.764717 77.860008
1.776327 77.893867
1.787936 77.908829
1.799546 77.881599
1.811157 77.856674
1.822766 77.863640
1.834376 77.884117
1.845986 77.877419
1.857596 77.863075
1.869206 77.870407
1.880816 77.876740
1.892426 77.843109
1.904036 77.796364
1.915646 77.785431
1.927256 77.795006
1.938866 77.804955
1.950476 77.822258
1.962086 77.841972
1.973696 77.826836
1.985306 77.766136
1.996916 77.747803
2.008526 77.795601
2.020136 77.845009
2.031746 77.859596
2.043356 77.869049
2.054966 77.877922
2.066576 77.873764
2.078186 77.879852
2.089796 77.917412
2.101406 77.970749
2.113016 77.986137
2.124626 77.965866
2.136236 77.925529
2.147846 77.880508
2.159456 77.876137
2.171066 77.892311
2.182676 77.897835
2.194286 77.909981
2.205896 77.929832
2.217506 77.929588
2.229116 77.935982
2.240726 77.944588
2.252336 77.915108
2.263946 77.870209
2.275556 77.876808
2.287166 77.929771
2.298775 77.953384
2.310385 77.888916
2.321995 77.824753
2.333606 77.822121
2.345215 77.837067
2.356825 77.832748
2.368435 77.793037
2.380045 77.785767
2.391655 77.862442
2.403265 77.973366
2.414875 78.006523
2.426485 77.927994
2.438095 77.855118
2.449705 77.902817
2.461315 77.975990
