Mean of PCD bin 0,Sigma of PCD bin 0,Prob of PCD bin 0,Peak of PCD bin 0,Mean of PCD bin 1,Sigma of PCD bin 1,Prob of PCD bin 1,Peak of PCD bin 1,Mean of PCD bin 2,Sigma of PCD bin 2,Prob of PCD bin 2,Peak of PCD bin 2,Mean of PCD bin 3,Sigma of PCD bin 3,Prob of PCD bin 3,Peak of PCD bin 3,Mean of PCD bin 4,Sigma of PCD bin 4,Prob of PCD bin 4,Peak of PCD bin 4,Mean of PCD bin 5,Sigma of PCD bin 5,Prob of PCD bin 5,Peak of PCD bin 5,Mean of PCD bin 6,Sigma of PCD bin 6,Prob of PCD bin 6,Peak of PCD bin 6,Mean of PCD bin 7,Sigma of PCD bin 7,Prob of PCD bin 7,Peak of PCD bin 7,Mean of PCD bin 8,Sigma of PCD bin 8,Prob of PCD bin 8,Peak of PCD bin 8,Mean of PCD bin 9,Sigma of PCD bin 9,Prob of PCD bin 9,Peak of PCD bin 9,Mean of PCD bin 10,Sigma of PCD bin 10,Prob of PCD bin 10,Peak of PCD bin 10,Mean of PCD bin 10,Sigma of PCD bin 11,Prob of PCD bin 11,Peak of PCD bin 11,Raga Class
69,13,0.2350163458,285.817588,139,20,0.2506356702,276.801348,148,26,0.0297856883,285.817588,137,31,0.0882673447,156.442922,145,30,0.0421358518,165.218742,157,32,0.1002542681,175.555203,147,42,0.0316018888,185.594551,136,47,0.0592081366,196.947061,114,33,0.067925899,207.838756,118,32,0.0181620051,218.031667,136,46,0.0414093716,234.306111,158,55,0.050127134,248.235234,1
67,4.5,0.2753834916,260.511813,135,2,0.2545653762,139.370437,142,2,0.0591672754,147.557793,144,23,0.0719503287,156.323562,158,13,0.0518626735,165.728111,168,14,0.0635500365,175.573315,167,30,0.0339663988,185.988811,146,47,0.0420014609,197.067757,144,49,0.0522279036,207.752719,125,38,0.0175310446,214.091292,114,1,0.0427319211,117.162252,120,2,0.0405405405,124.171225,1
66,1.5,0.3117753623,147.576891,135,2,0.3264492754,139.352252,141,2,0.027173913,147.576891,144,23,0.0304347826,156.091808,132,37,0.0061594203,164.82142,104,34,0.0170289855,175.075751,94,16,0.0184782609,177.584466,95,1,0.0166666667,98.513135,102,1,0.0442028986,104.334861,107,1,0.0192028986,110.578708,114,1,0.0637681159,117.193925,120,2,0.0782608696,124.101881,1
70,12,0.1595974119,263.981895,136,10,0.1700215672,263.981895,142,2,0.0582314881,147.659806,147,34,0.1218547807,310.655026,154,21,0.0805176132,165.642365,164,23,0.1398274623,175.593189,165,32,0.0805176132,186.024147,179,32,0.0830337886,197.101971,181,41,0.0783608914,208.542702,149,51,0.0125808771,219.552084,121,28,0.0222861251,232.260344,147,50,0.0345075485,245.331073,1
77,23.5,0.1677728614,283.142678,152,43,0.1788348083,278.273859,156,41,0.0361356932,283.142678,154,33,0.084439528,310.648378,135,37,0.0601032448,165.746242,152,35,0.1224188791,175.588516,145,42,0.0822271386,186.019301,174,37,0.0873893805,196.885676,168,47,0.1076696165,208.738452,161,53,0.0206489676,220.984816,150,52,0.0324483776,234.204264,174,59,0.0365044248,246.873859,1
73,19,0.2557639703,294.353236,145,33,0.3235638921,278.229999,160,47,0.0492379836,294.353236,150,48,0.0640875342,303.436035,130,51,0.0300898789,331.034189,132,41,0.0726846424,175.506771,125,43,0.0363423212,185.508862,157,46,0.0590074248,196.984302,156,75,0.0801094177,415.514154,176,75,0.0164126612,424.166309,144,50,0.0445486518,234.402608,140,46,0.0484564283,246.965857,1
74,20.5,0.1764705882,294.312145,146,35,0.2509803922,278.384337,168,54,0.0447058824,294.312145,146,44,0.1074509804,310.84497,147,36,0.0415686275,326.021184,160,29,0.1862745098,175.60736,160,36,0.0490196078,185.999872,162,45,0.0705882353,197.080093,171,80,0.0717647059,417.263949,179,81,0.0121568627,424.134226,158,56,0.0329411765,234.360275,159,56,0.0537254902,247.867641,1
78,24,0.1377983064,294.698774,156,48,0.155504234,278.436515,167,52,0.0415704388,294.698774,133,33,0.0889145497,156.403507,138,36,0.0673595073,165.505648,160,29,0.2097767513,175.606964,152,41,0.0681293303,186.029877,161,45,0.0662047729,197.05388,148,50,0.0939183988,208.809836,143,50,0.0215550423,220.270141,157,56,0.0292532717,234.402666,160,56,0.0554272517,247.845336,1
72,16.5,0.1160880926,283.677961,145,33,0.1209406495,278.082364,148,23,0.0507652109,283.677961,137,29,0.0806270997,156.419993,147,30,0.0694288914,165.681016,151,36,0.1388577828,175.571546,164,34,0.0810003733,186.039254,175,36,0.1287793953,197.099505,170,47,0.1194475551,208.837267,175,50,0.0507652109,221.159235,171,57,0.0265024263,234.33351,166,59,0.0466592012,248.115078,1
83,27.5,0.0848329049,285.888786,169,58,0.0789570327,278.724255,159,43,0.0525156078,285.888786,144,22,0.0826294528,156.447206,161,2,0.0532500918,165.639091,159,29,0.1127432978,175.594224,177,16,0.0844656629,186.018681,180,31,0.1667278737,197.115095,191,32,0.1314726405,208.814191,192,42,0.0616966581,221.256327,195,62,0.0477414616,464.233044,193,59,0.0646345942,248.139051,1
79,25,0.138238573,285.877113,165,55,0.1259754738,278.627287,159,44,0.0546265329,285.877113,144,22,0.0728353772,156.421229,159,13,0.0397621702,165.715643,164,23,0.094017094,175.603822,174,22,0.0713489409,185.925781,176,36,0.1244890375,197.054983,170,47,0.1144555927,208.768409,185,46,0.0475659606,220.561801,175,66,0.0535117057,464.355125,167,59,0.0743218135,248.333627,1
73,19,0.1568887207,286.006227,151,42,0.1548069644,278.449528,154,37,0.0677517033,286.006227,148,17,0.0915972748,156.366478,151,37,0.0579106737,319.540048,160,27,0.0931112793,175.611775,171,27,0.0722937169,185.942003,173,38,0.1010598032,197.117159,161,49,0.0991672975,208.80037,173,51,0.0344436033,220.752516,154,54,0.0465556397,234.375627,160,56,0.0556396669,248.194098,1
82,28,0.1466403162,294.883996,162,53,0.1549407115,278.694356,178,61,0.0841897233,294.883996,148,30,0.1007905138,310.41108,185,73,0.0711462451,331.282598,169,42,0.1019762846,349.530054,176,45,0.0695652174,371.830774,181,42,0.0916996047,378.311636,177,43,0.1019762846,208.728724,170,52,0.0339920949,220.69295,175,57,0.0450592885,234.363387,184,60,0.0588932806,248.146786,1
67,4.5,0.2405130007,275.69492,136,11,0.2793394238,275.69492,142,2,0.0260014055,147.476336,155,40,0.096978215,309.886467,157,13,0.0586788475,165.748053,158,30,0.1960646521,175.516804,143,42,0.0319747013,183.550279,96,1,0.0042164441,98.460024,102,1,0.0179198876,104.338835,107,1,0.0080815179,110.435162,115,1,0.03056922,117.179946,120,2,0.0407589599,124.09255,1
85,30,0.1684914842,294.957337,171,59,0.1630170316,278.658157,187,65,0.0721816707,294.957337,159,51,0.0656934307,312.777136,206,71,0.0624493106,331.21883,182,46,0.0811030008,350.001177,198,77,0.0733982157,371.782999,188,60,0.0782643958,392.465353,214,93,0.1050283861,417.540883,187,93,0.0600162206,423.134732,179,56,0.0535279805,233.66877,181,60,0.0579886456,248.335272,1
82,28,0.1243523316,294.647108,165,55,0.1171781586,278.053151,170,56,0.048226385,294.647108,171,51,0.0490235153,312.687603,170,38,0.067357513,327.826024,165,32,0.1383021124,350.035154,174,68,0.101235552,370.135241,165,60,0.1072140295,392.450218,200,98,0.108409725,417.583897,179,91,0.0661618175,422.936615,168,56,0.0514149063,233.342297,162,58,0.045834994,248.123533,1
107,32.5,0.0921155347,294.192979,214,66,0.099921936,278.726098,206,70,0.0386416862,294.192979,175,60,0.0491803279,312.674761,182,62,0.0729898517,330.291383,165,36,0.1584699454,347.700828,171,51,0.100312256,366.075975,172,39,0.150273224,197.064066,180,41,0.1174863388,208.628422,182,48,0.0441061671,221.227489,205,45,0.0554254489,234.368875,211,51,0.0468384075,248.117131,1
107,32.5,0.1195393169,294.261887,208,66,0.1433677522,278.71156,218,71,0.04050834,294.261887,163,78,0.0377283558,312.717345,184,87,0.0516282764,330.302476,171,63,0.0893566322,351.167042,192,52,0.0647339158,366.070167,186,23,0.1389992057,197.077967,186,37,0.1262907069,208.660391,199,37,0.0627482129,221.185843,196,51,0.085782367,234.386001,207,53,0.0726767276,248.154706,1
96,33,0.1111996811,295.254619,191,65,0.1215623754,278.688484,192,67,0.0522120367,295.254619,175,63,0.0518134715,312.826704,178,67,0.0633718613,329.281544,164,69,0.1111996811,351.044416,183,67,0.0705460343,371.262586,176,40,0.1115982463,373.45624,159,49,0.1223595058,208.734298,170,53,0.064966122,221.219486,167,57,0.0777202073,234.374103,183,60,0.0709445994,247.732565,1
107,33,0.1034548944,295.216749,211,66,0.1047984645,278.746412,230,68,0.0514395393,295.216749,196,68,0.0502879079,312.84084,184,56,0.0571976967,329.203586,164,57,0.1051823417,351.055631,182,55,0.086756238,371.290796,182,34,0.1285988484,373.481271,177,43,0.147024952,208.757633,181,49,0.0606525912,221.110239,191,53,0.0610364683,234.277344,209,52,0.0575815739,248.021079,1
113,31,0.1275688251,294.8533,214,66,0.1469561846,278.640948,256,58,0.0422644436,294.8533,237,74,0.0279177976,312.635821,186,58,0.0275300504,328.447665,166,70,0.0756107018,350.155424,200,67,0.0942225669,371.542007,189,26,0.137650252,374.809937,189,33,0.1504459093,208.739875,203,33,0.0666925165,220.98212,200,48,0.0655292749,234.249582,228,52,0.055447848,489.94888,1
90,32,0.149122807,294.87534,179,62,0.1591187271,278.590798,205,71,0.0367197062,294.87534,162,87,0.0489596083,312.715318,192,63,0.0269277846,328.376159,168,68,0.0730314157,350.109702,198,78,0.0811913505,371.561449,170,45,0.131374949,374.813302,159,49,0.1436148511,208.802283,184,47,0.0644634843,221.035031,160,55,0.0579355365,234.402045,184,73,0.0473276214,489.912079,1
90,32.5,0.1236263736,294.623664,177,61,0.1212715856,278.574564,225,69,0.0486656201,294.623664,173,90,0.0553375196,312.605905,231,80,0.0557299843,331.100219,191,64,0.0557299843,351.037328,199,72,0.0608320251,370.025504,173,46,0.1322605965,382.806345,158,50,0.2115384615,208.784381,193,40,0.0710361068,220.58252,180,56,0.0408163265,234.144255,181,61,0.0506279435,248.209422,1
111,32.5,0.1070734551,295.254736,210,66,0.1173727167,278.711576,244,64,0.053245239,295.254736,234,77,0.0408083949,312.61345,222,82,0.0625728721,331.034454,185,70,0.0672366887,350.820937,185,72,0.0831713953,369.931131,178,41,0.1278663039,382.766365,165,48,0.1830547998,208.834696,187,45,0.0687912942,221.159939,208,43,0.053245239,234.235937,202,56,0.0633501749,248.207377,1
68,6.5,0.0991980474,275.700688,137,16,0.1185495119,275.700688,143,2,0.019525802,147.489568,152,39,0.1182008368,309.812523,158,11,0.0882147838,165.736202,160,29,0.290446304,175.578502,177,11,0.0435843794,185.562532,175,37,0.0906555091,197.115997,156,51,0.1481868898,208.62991,135,46,0.0038354254,217.949647,130,39,0.0052301255,232.950053,139,45,0.0083682008,244.748765,1
91,32.5,0.1092454395,295.255182,183,63,0.0986733002,278.617664,211,73,0.039800995,295.255182,203,76,0.0377280265,312.039552,160,54,0.0223880597,324.041053,157,49,0.0650912106,349.972859,149,46,0.0903814262,354.403875,154,47,0.1467661692,197.078019,148,50,0.1890547264,208.799858,166,53,0.0812603648,221.145518,179,55,0.0547263682,234.302521,178,60,0.0597014925,248.220561,1
93,33,0.1097308489,295.243377,184,64,0.0857142857,278.588386,219,72,0.033126294,295.243377,215,74,0.0327122153,312.549866,215,90,0.0103519669,331.313106,178,56,0.0434782609,347.004045,161,47,0.0695652174,369.320673,175,51,0.1763975155,392.893511,185,89,0.2086956522,417.587935,222,97,0.0973084886,441.578986,217,88,0.0637681159,464.603656,189,60,0.0517598344,248.33444,1
116,30,0.1169403284,295.261959,223,63,0.1149379255,278.763919,251,60,0.044453344,295.261959,248,73,0.0360432519,312.818478,249,80,0.0152182619,331.389892,195,78,0.0456547857,350.833205,201,54,0.0604725671,369.302441,192,42,0.154185022,392.882208,202,90,0.1597917501,417.588054,248,81,0.0812975571,440.967283,228,70,0.0941129355,463.912971,212,52,0.0808970765,248.258245,1
96,33.5,0.1227254347,294.458484,200,66,0.1103922362,278.551275,216,71,0.046502224,294.458484,196,75,0.041649818,312.830823,180,64,0.0274969672,331.207961,165,72,0.0598463405,350.91324,186,62,0.0493327942,367.115377,173,41,0.1536595228,382.361102,170,52,0.1730691468,412.381287,185,47,0.058633239,221.178065,188,54,0.0687424181,234.367993,182,60,0.0796603316,248.322906,1
103,32.5,0.1511580658,294.060642,203,66,0.1125558716,278.496699,199,69,0.0255993499,294.060642,135,56,0.0365704998,301.707874,152,23,0.0203169443,165.685175,158,53,0.0487606664,349.178428,157,39,0.0300690776,186.047176,176,36,0.143437627,197.111043,184,46,0.1706623324,413.281599,173,51,0.0463226331,221.238831,202,48,0.0942706217,234.253592,194,58,0.068264933,248.008385,1
127,18,0.1345468935,292.490465,252,44,0.1096161456,278.354158,260,52,0.0241392956,292.490465,124,62,0.0197863079,301.248106,158,16,0.0174119509,165.552904,161,27,0.0462999604,175.607912,167,31,0.0399683419,186.053775,178,34,0.128215275,197.110722,190,33,0.1519588445,208.83586,205,29,0.0597546498,220.9663,222,27,0.1254451919,234.269017,230,34,0.0922041947,248.199023,1
110,32,0.1311850312,293.11329,214,66,0.1413721414,278.712014,239,65,0.0415800416,293.11329,172,76,0.0228690229,310.006765,197,78,0.0365904366,331.385699,173,63,0.0607068607,350.147084,160,63,0.0665280665,358.19945,163,44,0.1347193347,197.085136,181,41,0.1334719335,208.834565,193,42,0.0673596674,221.125687,203,47,0.0977130977,234.388898,224,41,0.0715176715,248.221044,1
101,33.5,0.2531446541,294.813433,194,66,0.4033018868,278.739231,248,61,0.0365566038,294.813433,241,85,0.026336478,310.112835,229,92,0.018081761,331.084083,190,93,0.0239779874,350.14572,126,65,0.0676100629,358.187342,158,46,0.0711477987,197.079428,173,44,0.0652515723,208.6322,174,51,0.0389150943,220.606334,197,52,0.0758647799,234.378083,228,36,0.0715408805,248.334092,1
101,33.5,0.2957947256,294.848372,198,67,0.4914468995,278.727078,275,36,0.0249465431,294.848372,289,54,0.0548823949,312.893572,301,65,0.0174625802,330.029034,204,127,0.0459729152,350.942001,141,100,0.0602280827,371.80961,168,82,0.0299358517,382.42332,151,49,0.039914469,208.736112,153,54,0.0206699929,221.09562,216,37,0.0452601568,234.260697,228,37,0.062722737,248.277361,1
111,32,0.2680866691,294.957609,219,65,0.382298935,278.657563,275,36,0.0319500551,294.957609,292,50,0.0650018362,312.788352,285,79,0.0271759089,330.927306,186,123,0.0697759824,350.8831,183,118,0.0569225119,371.787335,172,92,0.029746603,382.802287,127,47,0.0558207859,401.084495,144,51,0.0330517811,221.118806,183,84,0.0433345575,468.688135,196,64,0.0470069776,471.753286,1
67,2,0.1464019851,147.583774,136,2,0.1538461538,139.376968,142,2,0.0354484225,147.583774,144,25,0.1035093938,156.397655,158,11,0.0666430344,165.745676,159,30,0.1439205955,175.609983,159,37,0.0379298121,185.592615,169,41,0.1088266572,197.101206,155,51,0.1616448068,208.792156,112,22,0.0152428217,217.749127,118,23,0.02516838,234.159557,125,25,0.0230414747,244.47112,1
110,32,0.1894657067,294.903435,222,64,0.2489579386,278.654464,227,69,0.0363774157,294.903435,214,82,0.0473664267,312.046462,182,68,0.0310723759,330.862772,142,64,0.0901856764,349.371153,149,82,0.0644183403,371.212643,167,52,0.0583554377,373.043902,150,50,0.0909435392,208.633901,155,53,0.0557029178,220.507661,153,53,0.0629026146,233.91976,161,57,0.0776809397,248.239411,1
116,30.5,0.1667276051,293.891695,241,57,0.226691042,278.758231,216,69,0.0321755027,293.891695,208,85,0.0519195612,312.417956,185,70,0.0358318099,331.339422,164,59,0.0826325411,350.363299,155,46,0.0592321755,351.664893,172,38,0.0851919561,197.012328,170,47,0.1195612431,208.774616,175,51,0.0595978062,221.155801,175,56,0.0537477148,234.073595,178,60,0.0819012797,248.342833,1
119,29,0.1958861976,295.148379,246,54,0.247597078,278.702729,231,68,0.0545943868,295.148379,228,80,0.0538254517,312.534908,209,77,0.0288350634,331.381717,186,69,0.0592079969,350.395895,165,53,0.0526720492,365.480484,164,60,0.091503268,385.785747,167,48,0.093810073,208.773686,186,61,0.0538254517,433.87848,173,56,0.0557477893,234.379157,200,57,0.0757401,248.337796,1
83,29,0.1858924396,295.139839,168,57,0.1765393609,278.568243,185,64,0.0670303975,295.139839,164,45,0.0553390491,312.570136,150,49,0.0428682775,322.682895,144,46,0.0982073266,346.567602,142,57,0.0444271239,365.355397,157,63,0.0853468433,385.707439,148,50,0.0865159782,208.781493,157,64,0.0639127046,433.109176,138,45,0.0479345284,232.605872,164,58,0.058456742,248.124205,1
82,28,0.1534216336,294.731733,168,57,0.1589403974,277.795628,175,59,0.0397350993,294.731733,156,31,0.0577630611,310.950536,163,68,0.0430463576,327.989818,149,38,0.1250919794,175.595931,142,44,0.0515084621,186.04759,173,38,0.0930831494,197.099274,172,46,0.1313465784,208.796759,159,52,0.065857248,220.472891,159,55,0.0419426049,234.303705,171,59,0.0485651214,248.348049,1
86,30,0.1366099071,294.953958,173,60,0.1598297214,277.760969,196,68,0.0255417957,294.953958,150,36,0.0626934985,311.000334,179,59,0.0406346749,327.998971,157,33,0.0971362229,175.587498,151,41,0.084752322,186.051452,155,46,0.1164860681,197.098581,179,42,0.1257739938,208.78979,167,51,0.0623065015,220.575435,158,56,0.0460526316,234.383268,169,59,0.0518575851,248.344235,1
79,26,0.1139344262,292.581448,163,54,0.131557377,278.614466,181,63,0.0200819672,292.581448,148,65,0.0594262295,312.613915,173,53,0.0356557377,331.243867,154,67,0.0577868852,350.878679,154,65,0.0860655738,371.197505,141,51,0.1352459016,392.698511,147,63,0.1778688525,414.782039,161,71,0.062704918,434.538291,161,56,0.0676229508,234.299317,165,58,0.0545081967,245.918187,1
85,29,0.085360556,292.575671,168,57,0.1107732407,278.654304,173,58,0.0273675065,292.575671,156,64,0.067767159,312.47675,158,53,0.0560382276,331.2814,158,62,0.0690703736,350.693661,167,65,0.0738488271,371.065749,162,48,0.1350999131,392.460746,148,62,0.2124239791,414.821646,168,69,0.0725456125,435.0468,173,57,0.0703735882,234.361076,180,59,0.0456125109,245.710141,1
72,16,0.0993710692,287.533285,145,34,0.1085953878,278.711302,149,27,0.0532494759,287.533285,149,25,0.1329140461,298.390912,144,32,0.0842767296,165.740324,157,31,0.0947589099,175.594759,161,36,0.0855345912,186.02,161,45,0.1102725367,197.059089,159,50,0.1186582809,208.826063,153,52,0.057442348,220.870973,144,50,0.0498951782,233.889759,148,51,0.0394129979,247.726722,1
85,29,0.108424337,294.887151,176,61,0.1119344774,278.432956,166,52,0.0475819033,294.887151,152,38,0.1068642746,312.114459,153,49,0.0468018721,325.740012,162,33,0.0748829953,347.494996,157,48,0.0877535101,368.643284,163,47,0.1310452418,373.31263,174,44,0.131825273,208.829667,165,53,0.0522620905,221.234043,174,56,0.0674726989,234.161606,188,59,0.0546021841,248.210662,1
67,4,0.2888446215,294.704856,136,1,0.2973560304,139.370493,149,32,0.0286128214,294.704856,146,21,0.0572256429,156.403008,158,11,0.0351321985,165.688751,149,36,0.0467222021,175.196234,107,34,0.0322346976,185.459018,117,40,0.0344078233,197.102644,114,33,0.0289750091,207.562323,107,1,0.0249909453,110.594782,113,2,0.0514306411,117.193984,120,1,0.0539659544,124.111476,1
69,1,0.2755399883,147.543854,138,1,0.3601868068,139.382896,140,1,0.1704611792,147.543854,261,70,0.0379451255,311.241488,229,100,0.0455341506,330.7861,182,92,0.0811441915,349.724549,133,69,0.1039112668,367.300966,0,0,0,205.144741,293,102,0.0070052539,416.000027,431,8,0.0099241097,442.286152,248,165,0.0934033859,468.609773,303,180,0.0437828371,495.858957,2
103,33.5,0.0567890692,294.133656,205,66,0.0584970111,278.676796,206,71,0.0405636208,294.133656,142,100,0.0853970965,312.560004,109,58,0.1383432963,330.551398,117,49,0.1635354398,346.843535,137,46,0.2096498719,185.99832,163,42,0.0414175918,197.061271,163,50,0.036293766,208.662615,194,114,0.0303159693,442.090092,185,118,0.0913748933,462.598418,189,109,0.0687446627,496.383729,2
101,33,0.0678000819,294.488235,201,66,0.070462925,278.731767,191,68,0.0532568619,294.488235,133,91,0.1073330602,312.764393,119,62,0.1171650963,330.361869,121,49,0.1593609177,346.811631,129,44,0.1708316264,185.959262,136,47,0.0462925031,196.615938,178,44,0.026628431,208.827764,184,92,0.0479311757,441.373789,204,111,0.0958623515,462.078809,198,106,0.070462925,495.630249,2
78,22,0.0310638298,280.47638,159,49,0.0370212766,276.791457,147,26,0.0225531915,280.47638,101,35,0.1259574468,156.381838,94,30,0.1906382979,165.412088,99,32,0.2165957447,175.224675,120,42,0.1808510638,185.922171,134,46,0.0527659574,197.026884,154,51,0.0327659574,208.752989,158,53,0.0438297872,220.635331,184,56,0.0531914894,233.684097,168,59,0.0353191489,247.438544,2
76,20,0.0528623002,279.491205,155,44,0.0541516245,276.704554,144,15,0.0433212996,279.491205,130,33,0.0732336256,155.991526,99,33,0.1944301186,165.48082,109,38,0.2145435792,175.578264,133,45,0.1469829809,185.946838,151,46,0.0402269211,196.335012,181,41,0.0469314079,208.674107,200,37,0.0438370294,221.212191,215,36,0.0629190304,234.190847,193,58,0.0613718412,248.350206,2
78,22.5,0.0418165468,294.62951,159,49,0.0373201439,276.74223,151,34,0.0373201439,294.62951,106,49,0.0822841727,310.028929,108,62,0.1767086331,327.069436,116,41,0.121852518,175.554059,115,40,0.1654676259,186.042042,152,46,0.0422661871,197.112669,173,46,0.0611510791,208.797469,178,51,0.0535071942,221.155077,199,50,0.1384892086,234.381977,198,57,0.0629496403,248.310892,2
70,8.5,0.0855175478,294.686851,138,1,0.0684140382,139.379289,143,22,0.0981785873,294.686851,93,47,0.0710795202,309.867965,96,56,0.1959129276,327.109946,93,26,0.1426032874,175.373093,101,30,0.1705908485,186.046055,135,47,0.0346512661,197.11658,128,43,0.0382052421,208.076289,154,102,0.0413149711,420.581591,189,70,0.0928476233,468.567132,204,90,0.0284318081,479.420275,2
72,14.5,0.1438906752,295.304234,138,1,0.0868167203,139.381495,148,34,0.1972132905,295.304234,196,107,0.0557341908,312.620113,94,45,0.1495176849,316.443886,95,28,0.2009646302,175.267406,104,33,0.1280814577,185.787242,131,46,0.0235798499,194.889555,102,1,0.0278670954,104.293041,138,94,0.0766345123,441.809114,240,167,0.0246516613,468.491818,316,181,0.0139335477,493.834376,2
73,15.5,0.1241794311,295.248867,138,1,0.1066739606,139.383487,152,40,0.1411378556,295.248867,189,101,0.0519693654,312.806445,99,44,0.1198030635,317.025566,95,28,0.1991247265,175.542719,106,33,0.1537199125,185.69887,125,44,0.0432166302,194.768211,103,1,0.0328227571,104.31456,113,47,0.0782275711,441.694566,164,121,0.0366520788,462.323698,193,147,0.0322757112,494.745857,2
69,0.5,0.1015002344,147.654598,138,1,0.1218940459,139.379639,140,1,0.0811064229,147.654598,105,50,0.0154711674,312.826612,103,50,0.1528363807,323.942945,107,38,0.2334739803,175.5739,121,42,0.1678387248,185.915117,123,43,0.0506329114,195.731505,107,21,0.0379746835,208.414539,118,33,0.0768870136,220.346797,125,31,0.0267229255,233.881105,132,37,0.0304735115,244.118358,2
69,0.5,0.10728444,147.26961,138,1,0.1040634291,139.376999,140,1,0.1090188305,147.26961,148,78,0.0252725471,312.458775,112,58,0.1917740337,321.799723,112,40,0.2160555005,175.582224,124,43,0.1432111001,185.971282,118,46,0.0594648167,390.688433,210,144,0.050049554,416.646197,121,42,0.074826561,419.03063,129,39,0.0138751239,233.893523,167,58,0.0089197225,244.09943,2
69,1.5,0.1321147617,147.399914,138,1,0.1406756131,139.382864,140,2,0.1059694586,147.399914,151,12,0.0675613142,156.432364,125,38,0.1897269783,165.600579,117,41,0.1471540953,175.567155,143,44,0.0411846367,185.560366,186,0,0.0004627487,186.070878,199,112,0.0148079593,417.503816,262,163,0.0185099491,442.381566,303,171,0.1300323924,468.81322,256,173,0.0911614993,492.553702,2
70,8,0.079561696,294.335983,138,1,0.0676512625,139.378336,143,22,0.0890900429,294.335983,182,90,0.0395426394,312.820444,116,58,0.1295855169,322.107643,98,31,0.175797999,175.540574,118,41,0.2267746546,186.021407,105,30,0.0909957122,192.320437,190,137,0.0466888995,416.822992,120,43,0.0505002382,418.848991,131,39,0.0505002382,234.372913,152,55,0.0223916151,248.331082,2
73,17,0.0265739984,294.706303,138,1,0.0208503679,139.363664,154,43,0.0314799673,294.706303,182,101,0.0298446443,311.420617,106,51,0.0960752249,329.609951,104,38,0.2031888798,336.95095,119,50,0.3000817661,367.120436,108,37,0.0956663941,376.910911,124,41,0.04946852,208.823718,127,42,0.0658217498,221.174779,139,46,0.0584627964,234.38755,141,47,0.0412919052,248.322671,2
76,19.5,0.0416095107,295.098796,153,40,0.0196616369,267.472903,150,37,0.0617283951,295.098796,183,106,0.0256058528,312.845308,104,47,0.150434385,328.250377,107,40,0.2213077275,336.917671,117,53,0.2217649749,366.875479,116,45,0.0617283951,376.356902,138,49,0.0388660265,208.674142,153,94,0.0900777321,440.220818,194,91,0.0621856424,455.815828,143,47,0.0402377686,245.386473,2
75,19.5,0.0838365072,295.245739,147,34,0.068276823,276.87708,152,40,0.0952159777,295.245739,220,97,0.0287970274,312.826396,121,66,0.1639572689,331.175024,113,42,0.19693451,331.835316,114,39,0.1653506735,185.986727,121,43,0.0492336275,196.68484,147,50,0.0376219229,208.411165,157,102,0.0812819322,440.958496,217,97,0.0608453321,464.749733,205,86,0.0431955411,477.790027,2
77,21.5,0.0577351761,294.128896,149,37,0.0615247436,277.014946,152,40,0.0485956309,294.128896,169,98,0.0236290682,312.330188,124,74,0.129291128,331.411793,118,54,0.2037449844,343.922921,119,49,0.1885867142,371.554418,128,45,0.082478823,196.812266,146,50,0.0601872492,208.189502,123,39,0.074008025,221.075622,173,57,0.0610789122,233.78094,203,90,0.0584039233,481.61322,2
78,22,0.0293855744,288.775293,155,43,0.035173642,274.995196,144,22,0.0195903829,288.775293,120,70,0.0262689225,312.37483,99,53,0.1219946572,331.181175,112,55,0.2025823687,341.794175,110,44,0.232858415,371.301175,128,45,0.1086375779,197.092817,157,50,0.0730186999,208.659929,143,70,0.0730186999,425.060959,164,62,0.0560997329,461.298262,202,105,0.0422974176,482.720456,2
71,9.5,0.0684357542,289.79659,142,21,0.0670391061,268.568505,141,12,0.0670391061,289.79659,181,96,0.0409683426,312.464065,97,46,0.1568901304,327.831831,104,39,0.1834264432,337.193461,110,37,0.2253258845,185.902001,117,41,0.0931098696,197.114272,152,50,0.0605214153,208.83043,136,72,0.0642458101,424.844353,139,62,0.0242085661,464.46304,200,84,0.010707635,478.213199,2
70,4.5,0.0830097087,265.740453,139,9,0.0844660194,265.740453,140,1,0.0791262136,146.593556,201,92,0.0291262136,312.719848,95,30,0.1388349515,165.469159,111,40,0.1878640777,175.343611,126,43,0.1830097087,186.042911,114,39,0.082038835,196.52416,117,35,0.0466019417,207.801284,121,51,0.0796116505,441.48527,163,94,0.0519417476,461.398006,157,56,0.0330097087,247.84565,2
73,14.5,0.0691838649,295.339684,142,23,0.0745778612,277.166295,146,30,0.0614446529,295.339684,103,51,0.0136022514,310.9588,99,40,0.1139774859,325.83116,107,40,0.2030956848,343.040437,116,40,0.2110694184,185.889173,113,38,0.0717636023,196.536019,128,44,0.0530018762,208.745408,153,89,0.0675422139,442.378331,180,98,0.0736397749,461.283403,164,59,0.0515947467,248.030678,2
76,20,0.0633903134,288.369941,146,31,0.0565052232,278.257845,154,43,0.0683760684,288.369941,150,94,0.0227920228,312.166122,102,54,0.1505223172,326.403856,95,31,0.2540360874,342.773392,110,36,0.2136752137,186.007559,114,38,0.0474833808,197.083011,161,102,0.0508072175,417.621745,170,81,0.0645773979,442.096521,186,107,0.044634378,466.192291,184,85,0.022317189,473.311,2
