Mean of PCD bin 0,Sigma of PCD bin 0,Prob of PCD bin 0,Peak of PCD bin 0,Mean of PCD bin 1,Sigma of PCD bin 1,Prob of PCD bin 1,Peak of PCD bin 1,Mean of PCD bin 2,Sigma of PCD bin 2,Prob of PCD bin 2,Peak of PCD bin 2,Mean of PCD bin 3,Sigma of PCD bin 3,Prob of PCD bin 3,Peak of PCD bin 3,Mean of PCD bin 4,Sigma of PCD bin 4,Prob of PCD bin 4,Peak of PCD bin 4,Mean of PCD bin 5,Sigma of PCD bin 5,Prob of PCD bin 5,Peak of PCD bin 5,Mean of PCD bin 6,Sigma of PCD bin 6,Prob of PCD bin 6,Peak of PCD bin 6,Mean of PCD bin 7,Sigma of PCD bin 7,Prob of PCD bin 7,Peak of PCD bin 7,Mean of PCD bin 8,Sigma of PCD bin 8,Prob of PCD bin 8,Peak of PCD bin 8,Mean of PCD bin 9,Sigma of PCD bin 9,Prob of PCD bin 9,Peak of PCD bin 9,Mean of PCD bin 10,Sigma of PCD bin 10,Prob of PCD bin 10,Peak of PCD bin 10,Mean of PCD bin 10,Sigma of PCD bin 11,Prob of PCD bin 11,Peak of PCD bin 11,Raga Class
117,31,0.0573617339,295.18841,227,62,0.0653961136,277.951837,266,50,0.0310164425,295.18841,236,84,0.0982810164,312.795734,233,105,0.1378923767,331.383948,276,90,0.048206278,351.154658,169,118,0.0302690583,371.536132,212,124,0.0302690583,393.287805,200,136,0.1472346786,417.261606,124,58,0.3157698057,439.950362,206,79,0.052690583,467.457452,216,106,0.0171898356,474.839033,0
101,35.5,0.0340409956,295.189401,181,64,0.0300146413,277.455025,236,69,0.025988287,295.189401,203,74,0.0845534407,312.563512,180,88,0.0929721816,331.292788,213,113,0.0600292826,351.219828,134,99,0.0552708638,371.590663,200,135,0.0296486091,393.304463,177,125,0.1918008785,417.294777,116,50,0.3513909224,439.976322,139,82,0.0512445095,467.436832,196,140,0.0091508053,474.849669,0
106,34.5,0.0268916914,295.092613,207,68,0.0207715134,278.755541,232,70,0.0192878338,295.092613,223,77,0.0619436202,312.624873,151,92,0.1739614243,331.420032,219,121,0.0771513353,350.80842,186,124,0.046735905,370.414896,251,119,0.0263353116,393.50594,135,56,0.2166172107,406.926054,109,17,0.2581602374,219.529755,122,30,0.0775222552,233.076907,176,60,0.0048219585,247.609731,0
126,24,0.0803507516,295.099924,250,46,0.0876879026,278.716401,264,54,0.0386542591,295.099924,254,87,0.0808876163,312.853712,189,106,0.1338582677,331.443191,276,99,0.0858983536,350.368159,257,121,0.0257695061,370.35975,249,101,0.0304223336,393.615854,161,57,0.2265569077,406.692379,142,51,0.1513958482,221.183428,172,56,0.0787401575,234.193268,224,42,0.0150322119,248.013222,0
120,28.5,0.0885939742,295.310818,232,59,0.0986370158,278.674542,262,55,0.0423242468,295.310818,250,89,0.0717360115,312.864034,225,110,0.0642037303,331.248088,287,95,0.0598995696,351.214411,160,116,0.0261836442,371.799712,221,112,0.0351506456,393.284753,196,103,0.3052367288,417.419494,142,59,0.1753945481,437.816536,196,72,0.0584648494,449.618955,227,40,0.0147058824,248.02196,0
91,34,0.0419962335,294.847687,163,55,0.0433145009,277.428079,265,54,0.0161958569,294.847687,273,59,0.0734463277,312.531454,150,100,0.0787193974,331.398672,242,115,0.0493408663,351.11745,176,126,0.0384180791,371.789709,194,118,0.0467043315,393.394247,177,106,0.3480225989,414.934116,115,42,0.2003766478,437.430114,130,63,0.0700564972,449.460509,156,54,0.0075329567,247.123774,0
110,34.5,0.0653075328,295.327288,199,67,0.0888044229,278.43053,281,30,0.0310988252,295.327288,295,42,0.1105736006,312.870367,242,89,0.2588113338,331.429008,281,77,0.0355908777,345.901964,126,44,0.0152038701,185.58575,190,3,0.0051831375,196.021532,195,26,0.0449205252,208.736109,118,34,0.3524533518,221.102233,227,2,0.0355908777,234.397879,241,4,0.0072563925,248.217503,0
79,28,0.019179643,294.840711,148,43,0.0197493354,277.467011,289,4,0.0030383593,294.840711,275,57,0.0774781618,312.495204,116,80,0.1386251424,331.496198,204,106,0.0413976453,350.555143,178,127,0.0269654387,371.616441,192,120,0.0315229776,393.448783,138,84,0.3330801367,417.173122,108,14,0.2206608431,217.355554,116,20,0.0835548804,230.148129,120,1,0.0075958982,123.969832,0
66,0.5,0.0069987649,134.734897,133,0,0.0107039934,134.734897,0,0,0,297.037717,198,90,0.1020996295,312.555826,115,68,0.1766158913,331.178465,178,95,0.0617538082,347.625141,277,125,0.0193495266,372.068209,298,97,0.0160559901,393.516902,160,85,0.3412927131,417.343628,110,19,0.2153149444,221.074365,126,36,0.0510498147,225.483748,119,1,0.0020584603,122.290363,0
90,32.5,0.0255230126,295.275802,166,56,0.019665272,278.110742,202,70,0.0217573222,295.275802,178,74,0.2062761506,312.791049,133,78,0.1661087866,330.102467,228,108,0.0694560669,350.852288,305,85,0.0238493724,371.427813,233,77,0.0154811715,392.891588,176,80,0.2234309623,417.54632,110,19,0.2138075314,221.018937,147,51,0.0221757322,234.224207,136,38,0.0062761506,235.971604,0
85,30.5,0.062546262,295.135697,163,54,0.0584752036,278.112629,207,72,0.0325684678,295.135697,185,71,0.1461880089,312.855558,147,85,0.1169504071,330.991695,268,104,0.0507031828,351.064505,248,119,0.0288675056,370.696951,204,119,0.0362694301,394.069598,169,108,0.2342709104,417.579596,168,120,0.1802368616,442.336966,144,95,0.067357513,452.933656,133,36,0.0103626943,243.112136,0
93,35,0.0578304598,295.33266,170,59,0.0492097701,277.754949,250,65,0.0323275862,295.33266,280,58,0.0948275862,312.884854,181,100,0.1584051724,331.223961,226,116,0.0459770115,350.848953,234,131,0.0247844828,371.19196,217,132,0.0362787356,394.057608,161,101,0.2270114943,417.673646,155,111,0.2140804598,442.286494,139,91,0.0704022989,452.951448,162,57,0.0082614943,247.51307,0
132,21.5,0.046567718,295.292987,264,26,0.0285714286,278.730104,289,4,0.0445269017,295.292987,290,49,0.1317254174,312.739042,198,108,0.1918367347,331.277631,275,94,0.0812615955,351.051436,299,98,0.0256029685,372.066647,231,108,0.0196660482,394.063416,165,71,0.2092764378,417.091229,119,51,0.2107606679,439.825489,152,53,0.0200371058,233.708434,206,55,0.0089053803,248.17434,0
126,26,0.0796641791,295.318692,252,44,0.0660447761,278.752137,264,53,0.0630597015,295.318692,270,66,0.1585820896,312.839161,202,106,0.1294776119,331.301961,278,88,0.0776119403,351.013586,245,126,0.0451492537,371.729251,228,105,0.0201492537,391.582666,165,63,0.1776119403,416.882188,130,68,0.172761194,439.891705,136,46,0.0421641791,233.691969,195,58,0.0085820896,248.154782,0
110,33.5,0.0753498385,295.297656,222,64,0.0692500897,278.129719,230,71,0.0487979907,295.297656,248,72,0.1205597417,312.787828,184,104,0.093649085,331.487251,266,99,0.0721205597,350.566128,179,118,0.0466451381,372.032369,211,118,0.019016864,391.595287,142,78,0.1765339074,416.769687,123,64,0.202009329,427.324544,121,29,0.09221385,230.961002,134,38,0.0154287765,244.872559,0
96,33.5,0.0454878944,295.28424,195,66,0.0465884079,277.92133,200,74,0.0157740279,295.28424,213,77,0.0517241379,312.764227,161,100,0.0612619222,331.431524,243,112,0.0608950844,350.110778,148,100,0.0377842993,371.942877,220,126,0.02054292,393.928972,138,72,0.3760088041,416.916171,119,55,0.198459281,427.414296,121,30,0.0741012472,231.055987,136,41,0.0172413793,248.297692,0
115,32.5,0.026119403,295.139547,225,63,0.0291044776,277.907999,284,26,0.0104477612,295.139547,265,73,0.0597014925,312.787383,170,93,0.0992537313,330.782632,187,108,0.0317164179,349.979498,156,103,0.051119403,372.09842,241,109,0.0324626866,394.013812,162,86,0.423880597,414.399257,111,21,0.1652985075,220.885437,139,47,0.0764925373,234.356472,161,57,0.003358209,246.750554,0
98,34.5,0.0481802426,295.277131,181,64,0.0717504333,275.994152,263,55,0.0155979203,295.277131,264,65,0.0502599653,312.231657,205,81,0.1296360485,322.99838,170,2,0.0218370884,175.531646,133,45,0.0183708839,185.703415,192,3,0.0197573657,197.095284,186,37,0.220797227,208.836978,137,48,0.3885615251,220.931589,226,2,0.0457538995,233.864774,240,4,0.0062391681,247.184539,0
110,33.5,0.044617052,295.274778,224,62,0.0447976879,278.541455,253,63,0.0184248555,295.274778,234,80,0.1184971098,312.813322,186,98,0.1098265896,331.452569,166,84,0.0657514451,345.931534,126,66,0.0444364162,369.722846,212,90,0.024566474,394.180754,197,92,0.1784682081,414.23045,114,28,0.2261560694,221.243265,161,56,0.1094653179,234.401031,185,60,0.0209537572,248.036946,0
99,34,0.0524344569,295.274013,213,65,0.0474406991,278.639516,206,73,0.0191427382,295.274013,205,85,0.1298377029,312.234659,198,102,0.0699126092,331.430084,164,75,0.0736579276,350.770141,130,84,0.0320432792,371.928175,166,91,0.013732834,387.234218,139,62,0.1389929255,417.602632,115,32,0.2575946733,421.944527,150,53,0.1244277986,234.392272,161,57,0.038701623,248.160354,0
81,28,0.0300369686,293.343325,159,53,0.0300369686,278.180601,183,66,0.0129390018,293.343325,204,97,0.095194085,312.266644,151,85,0.0415896488,330.910543,157,71,0.03974122,350.534866,148,99,0.0369685767,371.953587,159,95,0.0244916821,393.859268,122,46,0.3599815157,413.307649,113,32,0.1691312384,421.996495,119,25,0.1409426987,233.646048,129,33,0.0231053604,248.019504,0
111,34,0.0426829268,295.146734,196,67,0.0479937057,278.561243,275,41,0.0232100708,295.146734,261,78,0.1046420142,312.887598,221,104,0.0448465775,331.251992,251,111,0.0499606609,350.878195,222,135,0.0338316286,371.257835,234,132,0.0228166798,394.226183,158,72,0.4563335956,416.455129,125,57,0.1298190401,430.949835,126,36,0.0625491739,229.295198,129,33,0.0051140834,244.668007,0
125,27.5,0.075,295.224347,226,63,0.0778985507,278.506721,288,4,0.0485507246,295.224347,289,46,0.1351449275,312.895303,272,83,0.1652173913,331.397147,319,57,0.0967391304,351.034578,360,5,0.0326086957,371.974278,322,93,0.0260869565,393.828607,197,78,0.3003623188,416.439302,137,69,0.0782608696,431.179083,153,52,0.0134057971,228.12282,244,2,0.0007246377,247.012699,0
112,34,0.0861430159,295.11963,219,64,0.0874397925,278.764632,264,53,0.0481659874,295.11963,279,57,0.1411633938,312.900632,257,89,0.2074842534,331.411318,307,73,0.1063356799,351.006574,295,116,0.0351982216,371.991984,266,130,0.0355687292,394.069897,229,125,0.1708040015,415.584172,108,15,0.0655798444,214.391858,113,1,0.0440904039,117.125243,157,55,0.0096331975,247.518133,0
90,33,0.0676548841,294.888209,183,64,0.0767768909,278.766708,229,71,0.0231851007,294.888209,242,75,0.1068034968,312.833253,164,99,0.1239072596,330.735253,264,105,0.0623337134,350.262795,164,119,0.0410490308,371.369277,247,137,0.0364880274,394.164827,175,117,0.2884834664,416.56939,115,43,0.1197263398,422.130218,121,28,0.0539718738,232.753654,152,52,0.0144431775,247.437464,0
85,31,0.0325186413,295.143418,163,55,0.0401822701,277.949002,240,67,0.009942005,295.143418,174,69,0.1097763049,312.517853,115,55,0.1905550953,326.419469,205,105,0.0492957746,348.517168,134,96,0.0314830157,370.522319,279,125,0.0236122618,394.197229,151,90,0.3127589064,416.478259,112,36,0.1702568351,422.339347,129,38,0.0294117647,232.706211,136,40,0.0095277548,244.841466,0
98,35.5,0.0131344613,295.226232,158,51,0.0102404274,275.144825,228,70,0.0129118433,295.226232,182,77,0.1544968833,311.358212,118,51,0.2827248442,320.344485,188,91,0.0378450579,348.37387,216,122,0.0102404274,371.944884,307,100,0.0115761354,394.175491,191,90,0.2876224399,406.344252,114,27,0.1562778272,219.907279,119,26,0.0240427427,229.704519,158,56,0.0057880677,247.933057,0
87,32.5,0.0318003914,294.798874,162,55,0.0239726027,277.529852,235,68,0.0176125245,294.798874,197,85,0.0875733855,311.204082,108,49,0.1903131115,316.51937,230,92,0.0293542074,345.131442,134,76,0.0190802348,369.808096,278,109,0.0097847358,393.606125,188,76,0.2181996086,406.248638,112,25,0.3150684932,221.083859,145,51,0.0484344423,230.576557,134,39,0.0166340509,247.927514,0
132,17,0.0246934605,294.902395,258,37,0.0238419619,278.661548,277,36,0.014986376,294.902395,278,55,0.0561989101,312.796654,204,96,0.1839237057,331.32427,317,59,0.0698228883,350.897611,266,88,0.0126021798,369.47558,219,65,0.0194141689,391.080974,178,42,0.1907356948,208.781406,127,42,0.4005449591,220.985551,191,52,0.0156675749,230.130715,238,3,0.0006811989,242.084248,0
79,28,0.0559196156,295.286765,146,38,0.0633464395,277.569049,264,56,0.0152905199,295.286765,216,91,0.0423765837,311.920294,162,92,0.0851900393,329.150744,237,94,0.0270860638,350.470571,213,126,0.0266491918,370.099531,294,133,0.0113586719,393.470855,198,113,0.1970292704,417.664582,144,99,0.4316295325,428.289002,142,50,0.0467453036,230.552894,141,44,0.0170380079,238.117984,0
87,31.5,0.0536585366,295.340702,166,56,0.0616724739,277.747599,203,73,0.0271777003,295.340702,255,84,0.0480836237,312.690135,204,99,0.06271777,330.441765,263,110,0.0480836237,350.783759,348,49,0.0222996516,371.881899,308,126,0.0254355401,392.697826,223,122,0.2212543554,417.634516,210,141,0.4209059233,441.429599,257,160,0.037630662,467.705026,203,92,0.0048780488,468.843597,0
106,33.5,0.0293079096,295.284103,228,61,0.0247175141,277.94339,190,69,0.0293079096,295.284103,298,32,0.0596751412,312.78302,264,77,0.0331920904,330.479836,240,116,0.0487288136,350.736281,324,91,0.0158898305,371.28656,320,118,0.019420904,393.019952,241,116,0.125,417.618317,188,122,0.5999293785,442.309304,361,142,0.0384887006,467.777447,293,175,0.0007062147,468.837082,0
106,35,0.0278179191,295.116688,214,65,0.0184248555,277.741479,234,71,0.0216763006,295.116688,291,45,0.0733381503,312.883112,220,87,0.0419075145,325.50838,200,113,0.0332369942,351.067418,184,129,0.0299855491,371.90118,289,136,0.0162572254,393.820358,258,132,0.1195809249,417.463662,165,107,0.5520231214,442.039939,233,152,0.0700867052,464.252706,140,45,0.0043352601,245.962887,0
107,35,0.0446808511,295.252762,200,66,0.0375886525,278.062138,266,53,0.0234042553,295.252762,297,31,0.0982269504,312.880152,204,105,0.0886524823,331.052007,254,103,0.0553191489,351.078528,179,127,0.0439716312,371.918687,265,140,0.0276595745,394.153578,226,142,0.1269503546,417.508751,150,103,0.380141844,442.020803,179,117,0.0695035461,464.219789,171,60,0.0102836879,248.294125,0
117,30,0.0994962217,295.323711,225,62,0.1032745592,278.387307,282,33,0.0352644836,295.323711,302,8,0.1432169845,312.900701,213,113,0.0748470673,331.353663,279,81,0.0388629003,349.975604,175,125,0.0194314502,370.259081,231,128,0.0172724001,394.210751,151,86,0.1011155092,416.960264,125,48,0.3105433609,436.678796,177,56,0.0658510255,233.834069,210,52,0.0140338251,248.231725,0
126,23.5,0.130500188,295.290124,248,48,0.1447912749,278.477967,284,24,0.0530274539,295.290124,298,29,0.1880406168,312.861701,278,77,0.1056788266,331.198321,308,67,0.0526513727,347.4635,264,130,0.0094020308,372.051055,238,116,0.0094020308,393.628401,154,60,0.0624294848,409.508919,138,48,0.2113576533,221.16807,189,52,0.0752162467,233.152708,223,43,0.0127867619,248.258228,0
120,30,0.0974914481,295.329465,243,53,0.0980615735,278.45451,265,54,0.054732041,295.329465,282,53,0.1767388826,312.675469,262,82,0.1368301026,331.431455,277,86,0.0760167237,347.605305,182,107,0.0315469403,371.522156,249,128,0.0114025086,393.592199,142,62,0.0798175599,409.464742,128,43,0.1976434816,221.008993,168,56,0.0710756366,234.044017,168,59,0.0125427594,246.931592,0
91,34,0.0587783327,295.235032,175,62,0.059930849,277.205794,240,69,0.0253553592,295.235032,225,85,0.0925854783,312.577433,174,89,0.0948905109,331.427721,232,97,0.0414905878,347.196053,131,72,0.0357280061,371.482252,158,109,0.0188244333,388.700348,128,58,0.1709565886,414.173207,111,22,0.3154053016,219.911303,145,69,0.0852862082,460.130771,130,33,0.0138301959,245.253488,0
88,31,0.0282544998,270.311263,185,63,0.0393470071,270.311263,143,0,0.0008371704,143.170246,233,83,0.0983675178,312.746526,129,76,0.071159481,323.907812,209,119,0.0150690666,346.045352,106,64,0.0410213478,369.023289,143,102,0.013813311,385.545119,127,53,0.2327333612,414.175574,114,34,0.3897028045,439.906281,153,84,0.0673922143,460.102492,120,1,0.0071159481,123.439429,0
129,22.5,0.037933402,295.252711,241,54,0.0405080673,278.687315,288,5,0.0230003433,295.252711,284,49,0.1249570889,312.861621,226,89,0.3662890491,331.510248,332,37,0.108479231,350.931887,288,111,0.0202540336,369.614322,334,83,0.0120151047,393.487113,304,128,0.0374184689,417.662178,138,90,0.2306900103,442.358965,202,144,0.0205973223,467.129788,207,55,0.0024030209,248.2238,0
128,21,0.0781505728,295.24034,249,45,0.0789689034,278.707719,278,35,0.040507365,295.24034,292,41,0.1980360065,312.861401,266,98,0.1108837971,331.495712,322,66,0.067512275,351.169472,173,123,0.0441898527,370.248649,314,103,0.0081833061,390.742254,155,70,0.1563011457,417.503287,135,73,0.2131751227,440.319364,201,77,0.031096563,446.640707,186,59,0.0045008183,246.111846,0
129,21,0.1076923077,295.285517,251,45,0.0969230769,278.647798,280,31,0.0638461538,295.285517,296,35,0.1680769231,312.901473,300,60,0.1092307692,331.454273,318,72,0.0734615385,351.211759,213,130,0.0307692308,370.419022,173,117,0.0269230769,393.874168,172,92,0.1007692308,417.479722,144,75,0.1765384615,440.11531,201,51,0.0565384615,442.67157,195,59,0.0165384615,246.685769,0
124,26.5,0.0690607735,295.225464,250,47,0.0599842147,278.712193,277,37,0.0367008682,295.225464,281,55,0.0824782952,312.857234,241,98,0.0808997632,330.724282,255,104,0.0331491713,350.612464,215,129,0.0177584846,369.08173,127,77,0.0268350434,392.71834,116,36,0.1314127861,208.808873,117,34,0.362667719,440.916721,170,59,0.0761641673,443.268601,182,60,0.0252565114,248.203473,0
118,30,0.046474359,295.018628,242,53,0.0471611722,278.462282,262,55,0.0201465201,295.018628,267,65,0.0860805861,312.831836,195,95,0.0828754579,331.244365,251,95,0.0279304029,349.537175,163,115,0.0224358974,369.003923,173,123,0.0091575092,392.737265,109,27,0.103021978,206.681352,109,20,0.4908424908,440.786804,139,53,0.0627289377,443.196091,170,59,0.0146520147,247.857611,0
120,27.5,0.0369515012,295.220025,236,56,0.0351039261,277.919,255,62,0.015704388,295.220025,249,83,0.0812933025,312.801931,193,91,0.064665127,331.333456,282,91,0.0277136259,348.815207,206,119,0.0364896074,371.490158,298,102,0.0207852194,393.860896,227,114,0.1630484988,417.613536,135,69,0.4397228637,439.315393,185,98,0.0872979215,461.643669,207,55,0.0032332564,246.860343,0
111,32.5,0.0505097312,295.312293,235,58,0.0273401297,278.342745,238,70,0.0268767377,295.312293,212,97,0.0458758109,312.772739,197,94,0.0491195551,331.254641,281,93,0.0301204819,351.210765,297,93,0.0254865616,371.670298,269,117,0.0291936979,394.16904,216,113,0.1960148285,417.642079,138,72,0.4249304912,439.304214,199,112,0.078776645,467.967133,191,122,0.0134383689,486.727141,0
105,35,0.0755350399,295.264719,183,65,0.0654637012,278.626022,266,52,0.041963911,295.264719,251,77,0.0654637012,312.836318,180,111,0.0839278221,331.47874,264,108,0.0205623164,351.1764,264,108,0.0184641209,371.291693,243,135,0.0134284515,391.919684,154,81,0.1909357952,417.620657,192,137,0.3894250944,434.701004,175,97,0.041963911,468.021804,197,112,0.015107008,486.697503,0
123,28.5,0.1044469357,295.228944,221,65,0.0982810164,278.748554,287,11,0.0728699552,295.228944,281,55,0.1117339312,312.897097,240,109,0.1083707025,331.428751,308,81,0.0235426009,351.072934,276,102,0.0186846039,371.312758,240,91,0.0149476831,393.688907,170,80,0.1532137519,417.66861,236,139,0.2612107623,430.210556,198,50,0.0508221226,233.944289,241,3,0.019058296,248.271224,0
136,11.5,0.1322555512,295.338776,265,26,0.1086871835,278.746379,287,9,0.1098558629,295.338776,299,27,0.1546552396,312.888336,317,21,0.121153097,331.451228,339,5,0.0420724581,350.827613,326,76,0.0167510713,370.226514,209,54,0.0210362291,384.17214,197,69,0.0670042852,415.22663,154,67,0.1947798987,442.250016,221,46,0.055707051,448.743956,241,4,0.0210362291,248.28496,0
121,30.5,0.0998127341,295.208003,238,57,0.0820224719,278.554768,258,59,0.0876404494,295.208003,277,59,0.1606741573,312.893753,279,76,0.1205992509,331.458064,305,79,0.0737827715,350.929461,234,126,0.029588015,370.13827,238,119,0.0284644195,392.6018,209,124,0.1337078652,417.657849,148,84,0.1730337079,435.784377,156,71,0.0509363296,448.817894,185,60,0.008988764,247.411779,0
113,32,0.0700275292,295.301001,212,65,0.0794907089,278.433345,265,54,0.0247763248,295.301001,273,66,0.1827253957,312.870834,244,82,0.2804542326,331.481752,321,56,0.0767377839,351.095146,162,119,0.0302821748,369.628531,355,85,0.0068823125,393.463585,349,116,0.0278733655,417.654176,155,96,0.2064693737,442.232921,180,126,0.0302821748,467.259485,180,62,0.0113558156,248.161446,0
95,35.5,0.0574757282,295.258066,175,61,0.0454368932,277.443998,225,73,0.0485436893,295.258066,246,82,0.1211650485,312.892009,232,100,0.0850485437,331.303391,281,93,0.0741747573,350.937583,204,123,0.0283495146,370.544649,244,137,0.0333980583,393.364767,178,114,0.200776699,417.648866,132,80,0.267961165,440.783009,146,96,0.0582524272,466.765593,130,33,0.0093203883,246.255483,0
122,32,0.0525096525,295.269231,214,65,0.0328185328,278.436832,283,30,0.0532818533,295.269231,278,67,0.1069498069,312.88156,284,79,0.1185328185,331.451175,318,60,0.0787644788,351.188137,318,84,0.0308880309,371.841557,285,123,0.0405405405,394.235533,197,90,0.2455598456,417.571202,138,94,0.2305019305,440.700429,169,126,0.0347490347,467.197631,130,34,0.0046332046,246.196754,0
134,17,0.0804661487,295.307915,262,30,0.0554938957,278.698753,284,24,0.0784313725,295.307915,301,16,0.1291157973,312.880547,299,55,0.1357750647,331.460469,325,50,0.0802811691,350.906707,323,77,0.0384757677,371.87632,292,112,0.0443951165,394.144992,231,90,0.2071772105,417.674258,214,135,0.1450240474,442.488396,200,114,0.0377358491,456.536178,231,35,0.0081391047,248.350644,0
117,32,0.090327437,295.250619,221,65,0.0876928867,278.72353,264,53,0.0605946556,295.250619,295,36,0.0982310877,312.884122,270,84,0.1016183666,331.350735,304,70,0.0594655627,351.131385,309,90,0.0312382386,370.729777,266,123,0.050432819,393.642492,197,117,0.1926985322,417.655652,225,139,0.1847948814,442.316144,182,104,0.059841927,464.025034,195,79,0.021076402,470.91069,0
112,34,0.0726012404,295.296101,209,67,0.0751550529,278.558908,257,58,0.0456037942,295.296101,268,69,0.0864647939,312.865242,252,89,0.0955855527,331.457268,310,68,0.0565487049,350.638335,305,97,0.0335643926,371.806758,284,117,0.0459686246,394.16822,206,127,0.1846041591,417.650231,195,133,0.2539219263,441.858093,147,72,0.0656694637,464.000388,186,81,0.0193360088,470.326408,0
133,17.5,0.0774981765,295.265599,259,35,0.0696571845,278.588987,282,29,0.0598103574,295.265599,289,48,0.1323851204,312.84918,289,64,0.1134208607,331.506629,330,44,0.0594456601,350.780741,312,89,0.033916849,372.094852,329,90,0.0342815463,393.046601,280,123,0.1199854121,417.55053,201,130,0.2782640408,442.294634,185,94,0.0517870168,465.153065,217,49,0.0087527352,247.687208,0
135,14.5,0.0857933579,295.281779,261,32,0.0771217712,278.697139,288,4,0.0667896679,295.281779,298,26,0.1291512915,312.886082,307,49,0.1062730627,331.237258,333,33,0.0667896679,350.544653,336,58,0.0206642066,370.440995,318,91,0.0291512915,393.785638,263,123,0.1531365314,417.573129,220,131,0.2380073801,442.514945,216,122,0.0638376384,468.004141,248,57,0.0081180812,484.884419,0
115,32.5,0.0915080527,295.143186,213,66,0.1079795022,278.683932,266,51,0.0516105417,295.143186,294,36,0.0991947291,312.869045,307,48,0.0629575403,331.311737,288,92,0.048682284,350.570086,220,128,0.0172035139,368.988455,285,105,0.0172035139,393.737637,226,131,0.140556369,417.462067,188,123,0.2840409956,441.924576,156,88,0.1109077599,467.787826,179,72,0.0204978038,484.583409,0
105,34.5,0.0556935083,295.215854,199,67,0.075203973,277.890722,245,66,0.0244767648,295.215854,299,27,0.06633558,312.81952,296,66,0.0422135509,331.506735,273,104,0.0283788578,350.585621,217,135,0.0188009933,371.795766,287,127,0.0138346932,393.278736,221,139,0.1230932955,417.659378,152,103,0.4799574317,440.72575,166,106,0.087974459,462.818679,145,48,0.0170273147,247.665945,0
137,6,0.0419847328,295.341476,270,4,0.0243547801,278.371404,288,4,0.0327153762,295.341476,274,75,0.0923300618,312.899015,291,74,0.0574336605,331.468383,338,20,0.0268993093,350.622311,304,99,0.0192657216,371.838258,239,95,0.0334423846,393.867663,242,112,0.1483097056,417.666165,159,101,0.4681933842,441.853455,252,141,0.0494365685,462.810829,223,81,0.0116321338,475.753345,0
103,34,0.0791723666,295.254224,193,66,0.0892612859,278.578681,231,72,0.0318057456,295.254224,251,82,0.2116963064,312.87836,241,97,0.115253078,331.393587,307,76,0.0745554036,350.762306,139,103,0.0386456908,371.348606,199,135,0.0150478796,394.05137,144,92,0.0649794802,417.400213,150,68,0.2701778386,439.253303,158,95,0.0338577291,454.251716,178,62,0.0109439124,248.258466,0
67,1.5,0.3642966361,147.476841,136,2,0.4281345566,139.376011,141,2,0.0233180428,147.476841,141,27,0.0917431193,156.431544,159,2,0.0099388379,165.643185,128,42,0.005351682,174.894825,157,38,0.004587156,182.383896,0,0,0,99.780893,102,1,0.00382263,103.884051,108,1,0.0095565749,110.622468,114,1,0.0833333333,117.140367,120,2,0.0237003058,124.153489,1
103,33,0.1475308642,294.968095,200,66,0.175308642,278.729935,230,69,0.0345679012,294.968095,225,75,0.0263374486,312.8485,257,82,0.0193415638,328.404091,195,76,0.0382716049,350.794201,184,75,0.0790123457,371.134649,178,37,0.1514403292,373.36258,188,44,0.1477366255,416.474573,192,48,0.0641975309,436.747942,208,42,0.070781893,234.234186,218,47,0.0691358025,248.234908,1
113,31,0.1287878788,295.133077,217,65,0.1445221445,278.703414,248,62,0.0384615385,295.133077,216,75,0.0396270396,312.849452,247,82,0.0314685315,330.221381,207,92,0.0512820513,351.159158,198,69,0.074980575,371.137883,179,38,0.1332556333,376.27753,189,44,0.1328671329,417.111532,200,41,0.0652680653,438.098893,206,45,0.0874125874,234.376458,218,47,0.0846930847,248.337513,1
92,32,0.1149193548,295.049571,184,64,0.1224340176,278.737597,191,67,0.0403225806,295.049571,174,58,0.0564516129,312.182489,188,68,0.0403225806,330.248075,173,65,0.0832111437,351.164128,173,46,0.0722140762,370.60884,163,49,0.1081378299,376.283233,170,47,0.1561583578,208.816601,169,51,0.0762463343,221.186505,191,53,0.0762463343,234.406605,203,56,0.064516129,248.330798,1
74,20,0.1461689587,288.450211,149,39,0.1662082515,278.453877,154,39,0.0605108055,288.450211,144,29,0.078978389,301.241758,152,24,0.0483300589,165.746949,154,34,0.1422396857,175.544649,154,40,0.0746561886,186.029473,145,48,0.0852652259,197.063205,158,51,0.1092337917,208.785967,147,50,0.0506876228,221.079896,154,54,0.0381139489,234.219954,151,52,0.0400785855,248.063111,1
74,18,0.1566666667,294.882733,144,32,0.1815686275,278.021195,152,35,0.0796078431,294.882733,130,37,0.1058823529,301.603663,150,26,0.06,165.608199,155,34,0.1705882353,175.593133,154,39,0.0764705882,185.96098,143,48,0.0784313725,197.063112,148,50,0.051372549,208.557942,150,53,0.0266666667,221.227284,159,56,0.0356862745,234.181504,156,55,0.0447058824,248.33364,1
71,13.5,0.1454121306,294.507464,139,20,0.1734059098,274.570522,147,26,0.0618195956,294.507464,128,35,0.0975894246,156.443066,142,32,0.0625972006,165.74207,153,35,0.1601866252,175.610555,156,38,0.0645412131,185.94353,154,47,0.0797045101,197.053854,147,49,0.0773716952,208.086331,143,51,0.0384914463,221.145198,156,55,0.0419906687,234.217419,151,53,0.050933126,248.314228,1
